SAO 151881 101.28709 101.28709 -1.5
SAO 234480 95.9883 95.9883 -0.699999988079
SAO 252838 219.90088 219.90088 0.0
SAO 100944 213.9154 213.9154 0.0
SAO 67174 279.23472 279.23472 0.0
SAO 131907 78.63443 78.63443 0.10000000149
SAO 40186 79.17232 79.17232 0.10000000149
SAO 115756 114.82549 114.82549 0.40000000596
SAO 113271 88.79299 88.79299 0.40000000596
SAO 232481 24.42898 24.42898 0.5
SAO 252582 210.95628 210.95628 0.600000023842
SAO 127029 326.04655 326.04655 0.699999988079
SAO 125122 297.69585 297.69585 0.800000011921
SAO 94027 68.98019 68.98019 0.800000011921
SAO 184415 247.35191 247.35191 0.899999976158
SAO 157923 201.29828 201.29828 1.0
SAO 79666 116.32895 116.32895 1.10000002384
SAO 191524 344.41284 344.41284 1.20000004768
SAO 251904 186.65004 186.65004 1.29999995232
SAO 240259 191.93056 191.93056 1.29999995232
SAO 98967 152.093 152.093 1.29999995232
SAO 49941 310.35806 310.35806 1.29999995232
SAO 172676 104.65651 104.65651 1.5
SAO 240019 187.79158 187.79158 1.60000002384
SAO 208954 263.40227 263.40227 1.60000002384
SAO 112740 81.28271 81.28271 1.60000002384
SAO 77168 81.573 81.573 1.60000002384
SAO 11482 14.17714 14.17714 1.60000002384
SAO 250495 138.30081 138.30081 1.70000004768
SAO 230992 332.05839 332.05839 1.70000004768
SAO 132346 84.05334 84.05334 1.70000004768
SAO 219504 122.38328 122.38328 1.79999995232
SAO 210091 276.04321 276.04321 1.79999995232
SAO 38787 51.08072 51.08072 1.79999995232
SAO 28553 193.50731 193.50731 1.79999995232
SAO 15384 165.93202 165.93202 1.79999995232
SAO 253700 252.16682 252.16682 1.89999997616
SAO 235932 125.62866 125.62866 1.89999997616
SAO 246574 306.41215 306.41215 1.89999997616
SAO 228201 264.32978 264.32978 1.89999997616
SAO 173047 107.09781 107.09781 1.89999997616
SAO 95912 99.42805 99.42805 1.89999997616
SAO 60198 113.64998 113.64998 1.89999997616
SAO 40750 89.8822 89.8822 1.89999997616
SAO 44752 206.88515 206.88515 1.89999997616
SAO 236232 131.17607 131.17607 2.0
SAO 187448 283.81635 283.81635 2.0
SAO 147420 10.89741 10.89741 2.0
SAO 151428 95.6748 95.6748 2.0
SAO 136871 141.89684 141.89684 2.0
SAO 129825 34.83633 34.83633 2.0
SAO 75151 31.79335 31.79335 2.0
SAO 308 37.95759 37.95759 2.0
SAO 231258 340.66696 340.66696 2.09999990463
SAO 205188 211.67065 211.67065 2.09999990463
SAO 132542 86.93907 86.93907 2.09999990463
SAO 102932 263.73367 263.73367 2.09999990463
SAO 99809 177.26495 177.26495 2.09999990463
